timestamp,id,vote
1689858987243,Msjv6ofVH8U,5
1689858988085,ft84CtqwReI,2
1689858990322,IY9u9gLHdZE,5
1689858990456,-mdNcxZ5J5c,4
1689858991771,48Hib8ZcUgI,5
1689858992475,cRiOJDeA814,2
1689858993124,fLbwNYx_eAU,4
1689858993655,3dcoT20u2eo,3
1689858994387,GMPlU0f09VU,5
1689858994439,jiLAE10-12s,5
1689858997753,cwWrFnkScb4,3
1689858998003,a0ZOkOmfIoA,5
1689858999495,djMf__e4s3w,4
1689859001673,JO3Etgrdwd4,5
1689859002658,m1TrQ9Okua0,4
1689859003410,U5Yt9zAfyjU,2
1689859005156,sR-7MLn_YG4,5
1689859005983,09ZsRZAItdg,2
1689859015051,ACvvN_Mt4Fg,3
1689859015266,6C3iLtu3rF8,4
1689859015564,_IZrFhlsCv8,2
1689859015861,MtIBgnn9RmM,2
1689859017991,7tBSTxsSuOI,4
1689859023570,RHV3VP7vZik,5
1689859025116,m6sKGoqVt_k,3
1689859029942,3c4TAws0iKE,3
1689859032030,oKVHDQLW-MA,5
1689859033345,RHV3VP7vZik,2
1689859033821,H46VIxBopMM,2
1689859036448,08EbXXJVQQU,2
1689859039757,wXND6WWxZ5k,3
1689859045789,LL5htM_O4yw,4
1689859046054,BdHmvkbr_9Y,3
1689859047300,VMNJMJew2mA,5
1689859048050,m6sKGoqVt_k,4
1689859050630,dCd-TP0GExM,3
1689859052812,TNFrgNd5Xew,5
1689859054450,V_s7ya8IHr0,5
1689859056038,N-fD91aUK3c,5
1689859056381,QAB5UkjXLWg,3
1689859057685,oYhL2Lwt4P0,5
1689859059564,GCol2e4ZZqI,2
1689859061382,HVbg9R1LKYg,5
1689859063830,-FXh2dNGLvU,5
1689859064702,wkroxERwjsE,1
1689859066950,cqFm_H3omJE,3
1689859067666,V_s7ya8IHr0,3
1689859069358,3x-1Y2QdIqU,5
1689859069648,to67pxKpOcQ,4
1689859072990,XpIz8JQZpFc,2
1689859073100,66qQf0RUS98,3
1689859073885,9Xw3KI_i3XY,2
1689859074095,BFi6hc3MZOM,3
1689859076219,JhEJa23tDRQ,2
1689859077989,Re0oT0W4tg0,4
1689859085668,sHU5k-V5sKA,3
1689859085934,9w11SAixUA8,4
1689859086039,pR2CxfEU5-I,4
1689859087062,IRXLe96cIrc,4
1689859088543,941ofE5p0z4,1
1689859092807,ADjuaiUfeQE,3
1689859093571,EpJ21cRXRhM,3
1689859093826,iXlX5oQGWC4,3
1689859095640,969zsF0K2aY,2
1689859100228,N1BV16hyJcg,3
1689859102359,v5JmxW6SnRE,3
1689859102754,YM56qXCrhG8,4
1689859105663,4hWRIfAxpKA,4
1689859109370,ty8oHCdECHI,2
1689859111191,WFr8l9ytdV4,4
1689859114782,oxE46RgCyaY,4
1689859115617,fcYJJaMJE9c,3
1689859117930,8vEYIubzQgg,2
1689859118775,iiRte8nw9ig,3
1689859124166,FJeoJDCUlRo,3
1689859127438,EuLCQbi2mXs,3
1689859127446,SsjlEp9Oe8Y,3
1689859128700,80NjmDAx3ms,4
1689859130183,-mdNcxZ5J5c,4
1689859131480,ygA2vHTu3h4,2
1689859132357,IG7yYyAA0zQ,2
1689859140214,bMOkuXNI108,3
1689859140722,SsjlEp9Oe8Y,4
1689859142953,eyKkKCRFkAc,4
1689859144912,9M7W7CFNzms,3
1689859148673,7d9UXLZ4jl8,2
1689859156798,bXrINdrE1zA,2
1689859158944,z_NPWENDsy8,5
1689859159766,hkGwfZIbMZs,2
1689859159893,v5JmxW6SnRE,2
1689859162313,7xoViSUtkQQ,3
1689859163434,oSpozdS2zM4,2
1689859164784,NnkfZNrkbX8,2
1689859164834,iouzRKuH3dQ,5
1689859165638,Nixa2YUPp6o,3
1689859167934,NsbY8HrkbkE,2
1689859168713,GjpFZbvmzAo,2
1689859169726,6zVY7THnqBU,5
1689859171411,knv8A-tdBJA,2
1689859171639,DToxxw65qss,2
1689859174339,PGN44Uxxh88,5
1689859174442,IRXLe96cIrc,5
1689859176204,FGjPztNfDAs,3
1689859182141,jJPmhXbgqpo,3
1689859182920,UUuyPHRiYqw,4
1689859184485,FYauVwaG8L0,4
1689859186805,nk6nxXRpP4Y,3
1689859187798,ohLIuTLXPq4,1
1689859190137,nGWkHDES9hY,5
1689859191049,sLEmSq0YzfY,2
1689859192154,f2nH9UHudcE,5
1689859193556,mIIUyFrg1cg,5
1689859194324,DToxxw65qss,3
1689859195868,N4IvvYEzSnA,4
1689859196006,m6sKGoqVt_k,5
1689859197506,bleuyUldr60,5
1689859198766,Aya1RB8faLE,3
1689859199329,S7yzDOkjrsA,3
1689859199975,vQ7uenor1wA,4
1689859200038,V_s7ya8IHr0,3
1689859200483,pFryA-eoKjo,4
1689859200692,6zVY7THnqBU,4
1689859201627,oWvOVmLAGZo,5
1689859202100,Aya1RB8faLE,1
1689859202606,6t2nULdQBJ0,2
1689859203196,6t2nULdQBJ0,5
1689859203920,dCd-TP0GExM,2
1689859205483,1S8Qls8mA_E,5
1689859205567,uWWKOVB2JeA,4
1689859209425,C7Vm2t3ksbY,5
1689859211571,1W7VkuBl8A4,5
1689859214122,bxRGea8eGKc,5
1689859215234,NsbY8HrkbkE,3
1689859215742,BilLt3za4Sc,4
1689859216174,3SEk8oQdAU8,5
1689859216516,WPEW-QVgMbs,3
1689859216715,vT8QiHm7nvU,3
1689859218718,VxiSlQ5NczE,1
1689859218731,S0R41rZStzc,2
1689859219294,Izj3N1cEur0,5
1689859220399,U9-CFHgiVzs,2
1689859222070,NrPkMvSaF80,4
1689859222111,7EvSfOjLvWk,3
1689859222277,YbdnbtJsyqs,4
1689859222351,bkAKiqRk-j4,5
1689859222481,fQdThpIxtuQ,3
1689859225772,X_zPJfjcts4,2
1689859227225,0pspROcqlwA,3
1689859228018,cSNd3iA1dFk,5
1689859228276,3dcoT20u2eo,3
1689859229231,wyGoEYNXOMU,4
1689859229985,zRzpct_PxiQ,1
1689859230081,56u2khmUlp8,5
1689859231778,nx4sNfpt9Yc,5
1689859231994,4lZJZ4-nnnk,2
1689859234046,IA0qJskOhMk,5
1689859235719,0B0Wirla7Tc,3
1689859235774,JO3Etgrdwd4,4
1689859236246,mi2VUKa5x-4,5
1689859238233,NOUgND1F1Fs,5
1689859239195,sQqwKnYt5hA,5
1689859239221,UNyXlFTvfiQ,3
1689859242044,0HW39lOedkM,2
1689859242207,jfepA8mene8,5
1689859243752,X_zPJfjcts4,3
1689859244373,y2EbRmdr6u4,3
1689859246000,vomYacxALd8,1
1689859246239,DydYvdNEtS0,5
1689859246351,yvVVEjqUpAg,3
1689859247037,gGOwb-Z5dq4,3
1689859249044,D0LkqvWeJtQ,4
1689859249066,FGjPztNfDAs,5
