id,vote1,vote2,etc...
D5-rXHhEfwE,1,5,3,4,1
A3yVQyfWhWY,4,3,2,5
ft84CtqwReI,5,2,5,4,2
F2WwjUaWJ9k,3
bKM4-OpUapg,5,2,4,3,2
15dxUoMORSM,1,4,3,5,2,3
DydYvdNEtS0,4,2,5
-FXh2dNGLvU,5,3,2,5,3,3,3,5,4,2,3,4
q4A-CosM5rk,2,3,2,4,3,3
U5Yt9zAfyjU,2,2,3,2,3,3,5
MtIBgnn9RmM,2,4,5,5,2,2,2
qguECNF2Olo,2,1,3
vE3qW7f80Ig,2,2,3,3,3
Wf92bipxUWA,5,3,3,4
Y6kx2kLN1Bc,3,3,4,2,5
ltdLTcHyJc0,4,4,2
Lclr9JIai7Y,3,3,4
MEN8KfYP9BQ,3,2,2,5
fLbwNYx_eAU,4,4
nuiikTOUFug,3,3,4,2,4
N8BPDt4xJ_Y,2,3,3
S2gxR4_hehQ,5,2,3,4
Sfi4fVkONps,4,4
NAKUf50OnKM,4,3,3,5,3,4,3
Sc6BXXHHsEc,2,4,3,3
7d9UXLZ4jl8,3,3,2,3
3fnsqZYhHiI,1,3,1
Aya1RB8faLE,2,3,1
MQCBfZEiAJc,4,4,2,3,2
V_s7ya8IHr0,2,4,5,3,3,5
fHCu5u0qIDs,2
Mf4Ry-MmVFo,5,2,5,4,4
nk6nxXRpP4Y,3,5,3,4,5,3,3
VMNJMJew2mA,4,5,2,4,4,4
LUas8jstGgc,3,1,3,2
941ofE5p0z4,4,1,1,2,2,4,3,3,3
38pV-QMkZNI,4,5,4,1
wkroxERwjsE,4,1,3,3,2
1w_hSZcJjUI,3,3,3,2,4
tvvjQw3Df4Y,4,3,5
lO_bBMNe8DQ,4,4,4
ZfCoHMOaN88,4,3,4,2,2
4dNOXYgCKLs,5,2,3,3
eBDohJ6G8jc,5,4,3,5
pR2CxfEU5-I,5,4,3
XM8ObJvxMDc,4
p5rktLMXxGQ,5,4,5,5,4,4,3,4,3
eA_GCLaCpQI,3,3,1,3
GuqPqxCNCIE,5,3
Npw76CUEJDU,4,1
m1TrQ9Okua0,4,4,4
iiRte8nw9ig,2,4,3,4,3,4,4,5,4,2,2
ZNRyJ3Xc6AA,4,2,4
C9HcjDVL8CA,5,4
065FETJaFaw,3,2
E6wFN9t78Yg,2,4,2,2,3,4,3
c2XNeki67Vs,4,2,5,2,4
UTYHL2PxooM,1,2,2,3,3
UUuyPHRiYqw,5,2,3,4
DAzAcTg1VOQ,4,1,3,3,3
BvpxSyohXIs,5,3
YCG-YXWfCps,5,5,1,1
LSEiwTQW0KM,5,3,5,2
GWZA_9EY-Gw,5,5,4
zNzlAbrWU7c,4,2,5
f3pF7tlh_SA,5,3
sQ0-q49AG78,5,3,2,3,5
1W7VkuBl8A4,4,3,5,5
NO8UCGCojBE,3,5,5
jJFbQZ860A4,5,3,4,5
XcqvqRpCI6k,4,5,3
oKVHDQLW-MA,5,4,5,5,5,3,3
mbnkbb4G7uc,5,4,2,4,4,4
krRG1-ggqwQ,4
LMW2y031rkE,5,5,4,5
1aqHUEn1oB0,3,2,5,3
W9EGExGqXXQ,4,2,5,2,3
ZrL4NWvH4Us,2,1,5,3,2
VBVzlfoNuWo,4,4,2
2y2OM1qd6S0,5,2,4,5,4,4,4
EGshyPhSZmo,4,1
